name,price,det,link
TIP 900M-T-K Lead-Free Soldering Iron Tip سن مشطوف فلات كبير,40.00 EGP,"For Models: 878D, 936D, 996D, 909D+, 908B, 900M, 933, 850, 907, 913, 951, 898D, 852D+, 852D or any compatible models.",/shop/tip-hot-900m-t-k-tip-900m-t-k-lead-free-soldering-iron-tip-sn-mshtwf-flt-kbyr-7247?page=43
TIP 900M-T-3C Lead-Free Soldering Iron Tip سن مشطوف مستدير,35.00 EGP,"For Models: 878D, 936D, 996D, 909D+, 908B, 900M, 933, 850, 907, 913, 951, 898D, 852D+, 852D or any compatible models.",/shop/tip-hot-900m-t-3c-tip-900m-t-3c-lead-free-soldering-iron-tip-sn-mshtwf-mstdyr-7246?page=43
TIP 900M-T-IS Lead-Free Soldering Iron Tip سن ابرة مائل,35.00 EGP,"For Models: 878D, 936D, 996D, 909D+, 908B, 900M, 933, 850, 907, 913, 951, 898D, 852D+, 852D or any compatible models.",/shop/tip-hot-900m-t-is-tip-900m-t-is-lead-free-soldering-iron-tip-sn-br-myl-7245?page=43
SD-A601 Hot Melt Glue Gun 20W With On/Off Switch,195.00 EGP,No description,/shop/sd-a601-on-off-sd-a601-hot-melt-glue-gun-20w-with-on-off-switch-7244?page=43
Digital Microscope 1000X USB PC,"1,250.00 EGP",,/shop/microscope-usb-1000x-digital-microscope-1000x-usb-pc-7243?page=43
Vibrating Disk Motor (1.5V - 3V),20.00 EGP,,/shop/vibration-motor-disk-vibrating-disk-motor-1-5v-3v-7242?page=43
MA210 Micrometer Size 0-25mm/0.01mm,"1,250.00 EGP",No description,/shop/ma210-0-25mm-micrometer-ma210-micrometer-size-0-25mm-0-01mm-7241?page=43
JM-OP16 All in One Fiber Opening Tools,175.00 EGP,6-in-1 Anti-static Fiber Spudger Disassembly Tool Set,/shop/jm-op16-jm-op16-all-in-one-fiber-opening-tools-7240?page=43
DIY Mini Electric Drill Set + 12Vdc Motor,195.00 EGP,,/shop/drill-diy-nozzel-motor-diy-mini-electric-drill-set-12vdc-motor-7239?page=43
Aluminum Table Saw S2,"3,750.00 EGP","High Precision PCB, Acrylic & Wood Cutting and Working Saw",/shop/cutting-disk-machine-aluminum-table-saw-s2-7238?page=44
BON-102 Flux Coating Tool,100.00 EGP,Flux Pen - Welding Flux Pen,/shop/bon-102-flux-pen-bon-102-flux-coating-tool-7237?page=44
UT682 Wire Tracker/Tone and Probe,"1,100.00 EGP","Cable Wire Tester & Tracker
UNI-T Brand",/shop/avo-ut682-unit-ut682-wire-tracker-tone-and-probe-7235?page=44
UT353 Mini Sound Level Meter,600.00 EGP,UNI-T Brand,/shop/avo-ut353-unit-ut353-mini-sound-level-meter-7233?page=44
UT333 Mini Temperature Humidity Meter,600.00 EGP,UNI-T Brand,/shop/avo-ut333-unit-ut333-mini-temperature-humidity-meter-7232?page=44
936D & Pro'Kit SS-989H Solder Stations Spare Part Handel,550.00 EGP,5 Pin connector,/shop/936d-arm-936d-pro-kit-ss-989h-solder-stations-spare-part-handel-7230?page=44
LED Matrix 8x8 Red,30.00 EGP,Common Anode,/shop/led-matrix-8x8-r-led-matrix-8x8-red-7229?page=44
Character LCD 4x20 Blue 2004,250.00 EGP,No description,/shop/lcd-4x20-blue-character-lcd-4x20-blue-2004-7228?page=44
Character LCD 2x16 Green 1602,75.00 EGP,No description,/shop/lcd-2x16-green-character-lcd-2x16-green-1602-7227?page=44
Character LCD 2x16 Blue 1602,75.00 EGP,No description,/shop/lcd-2x16-blue-character-lcd-2x16-blue-1602-7226?page=44
Graphical LCD 128x64,525.00 EGP,No description,/shop/lcd-128x64-blue-graphical-lcd-128x64-7225?page=44
RT809H EMMC NAND FLASH Programmer,"10,500.00 EGP",With Adapters and Cables Set,/shop/prog-rt809h-all-rt809h-emmc-nand-flash-programmer-7224?page=44
DIP to SOP16 Adapter,195.00 EGP,,/shop/dip-sop16-china-dip-to-sop16-adapter-7223?page=44
SG90 Micro Servo Motor 180° 1.8 kg.cm Plastic Gears,90.00 EGP,High Quality Material Servo 180 Degree,/shop/servo-sg90-sg90-micro-servo-motor-180deg-1-8-kg-cm-plastic-gears-7222?page=44
MG995 Servo Motor 180° 10 kg.cm Metal Gears,190.00 EGP,Common model Servo 180 Degree,/shop/servo-mg995-180-mg995-servo-motor-180deg-10-kg-cm-metal-gears-7221?page=44
Lead Screw T8 FL08 End Support Pillow Bearing 8mm,50.00 EGP,For leadscrew T8,/shop/ls-fl08-su08-lead-screw-t8-fl08-end-support-pillow-bearing-8mm-7220?page=44
Lead Screw T8 Length 700mm Dimeter 8mm + 1 nut,245.00 EGP,Leadscrew Thread 2mm,/shop/ls-802-700mm-lead-screw-t8-length-700mm-dimeter-8mm-1-nut-7219?page=44
Lead Screw T8 Length 400mm Dimeter 8mm + 1 nut,165.00 EGP,Leadscrew Thread 2mm,/shop/ls-802-400mm-lead-screw-t8-length-400mm-dimeter-8mm-1-nut-7218?page=44
Lead Screw T8 Length 1000mm Dimeter 8mm + 1 nut,325.00 EGP,Leadscrew Thread 2mm,/shop/ls-802-1000mm-lead-screw-t8-length-1000mm-dimeter-8mm-1-nut-7217?page=44
DM542E - 2 Phase Stepper Motor Driver - Leadshine® Brand,"2,350.00 EGP","Input 20~50 Vdc, Max Output Current 4.2A",/shop/dm542e-dm542e-2-phase-stepper-motor-driver-leadshine-r-brand-7216?page=44
Aluminum Flexible Coupling Size L32xD25mm - Inner Diameters 8x10mm,275.00 EGP,Made of high-quality materials,/shop/coupling-8x10mm-aluminum-flexible-coupling-size-l32xd25mm-inner-diameters-8x10mm-7215?page=44
Aluminum Flexible Coupling Size L32xD25mm - Inner Diameters 6.35x8mm,275.00 EGP,Made of high-quality materials,/shop/coupling-6-35x8mm-aluminum-flexible-coupling-size-l32xd25mm-inner-diameters-6-35x8mm-7214?page=44
Aluminum Flexible Coupling Size L32xD25mm - Inner Diameters 6.35x12mm,275.00 EGP,Made of high-quality materials,/shop/coupling-6-35x12mm-aluminum-flexible-coupling-size-l32xd25mm-inner-diameters-6-35x12mm-7213?page=44
Aluminum Flexible Coupling Size L32xD25mm - Inner Diameters 6.35x10mm,275.00 EGP,Made of high-quality materials,/shop/coupling-6-35x10mm-aluminum-flexible-coupling-size-l32xd25mm-inner-diameters-6-35x10mm-7212?page=44
Aluminum Flexible Coupling Size L32xD25mm - Inner Diameters 10x12mm,275.00 EGP,Made of high-quality materials,/shop/coupling-10x12mm-aluminum-flexible-coupling-size-l32xd25mm-inner-diameters-10x12mm-7211?page=44
Carbide PCB 3.25 mm Micro Drilling End Mill Bit,100.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 12mm  (With Plastic Ring)",/shop/bits-pcb-3-25x3-175mm-carbide-pcb-3-25-mm-micro-drilling-end-mill-bit-7209?page=44
Carbide PCB 2.0 mm Micro Drilling End Mill Bit,70.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 12mm  (With Plastic Ring)",/shop/bits-pcb-2-0x3-175mm-carbide-pcb-2-0-mm-micro-drilling-end-mill-bit-7208?page=44
Carbide PCB 1.8 mm Micro Drilling End Mill Bit,65.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 12mm  (With Plastic Ring)",/shop/bits-pcb-1-8x3-175mm-carbide-pcb-1-8-mm-micro-drilling-end-mill-bit-7207?page=44
Carbide PCB 1.5 mm Micro Drilling End Mill Bit,65.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 12mm  (With Plastic Ring)",/shop/bits-pcb-1-5x3-175mm-carbide-pcb-1-5-mm-micro-drilling-end-mill-bit-7206?page=44
Carbide PCB 1.2 mm Micro Drilling End Mill Bit,60.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 10.5mm  (With Plastic Ring)",/shop/bits-pcb-1-2x3-175mm-carbide-pcb-1-2-mm-micro-drilling-end-mill-bit-7205?page=44
Carbide PCB 1.0 mm Micro Drilling End Mill Bit,60.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 10.5mm  (With Plastic Ring)",/shop/bits-pcb-1-0x3-175mm-carbide-pcb-1-0-mm-micro-drilling-end-mill-bit-7204?page=45
Carbide PCB 0.8 mm Micro Drilling End Mill Bit,60.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 10mm  (With Plastic Ring)",/shop/bits-pcb-0-8x3-175mm-carbide-pcb-0-8-mm-micro-drilling-end-mill-bit-7203?page=45
Carbide PCB 0.6 mm Micro Drilling End Mill Bit,60.00 EGP,"CNC Router tool drilling for PCB board
Shank Diameter: 3.175mm / Length: 9.5mm  (With Plastic Ring)",/shop/bits-pcb-0-6x3-175mm-carbide-pcb-0-6-mm-micro-drilling-end-mill-bit-7202?page=45
PR18-8DN Inductive Proximity Switch NPN NO,225.00 EGP,8mm Detection Distance - Metal Sensor,/shop/sen-pr18-8dn-pr18-8dn-inductive-proximity-switch-npn-no-7200?page=45
PR12-4DN Inductive Proximity Switch NPN NO,195.00 EGP,4mm Detection Distance - Metal Sensor,/shop/sen-pr12-4dn-pr12-4dn-inductive-proximity-switch-npn-no-7199?page=45
Emergency Switch 22mm Push Button 3pin,75.00 EGP,Emergency Stop,/shop/pb-emergency-22mm-emergency-switch-22mm-push-button-3pin-7198?page=45
Emergency Switch 16mm Push Button 3pin,50.00 EGP,Emergency Stop,/shop/pb-emergency-16mm-emergency-switch-16mm-push-button-3pin-7197?page=45
Polymer Li-Ion 3.7V 100mAh Single Cell Battery,60.00 EGP,Size: 25x12x5 mm,/shop/bt-501225p-100mah-polymer-li-ion-3-7v-100mah-single-cell-battery-7195?page=45
Banana Male Plug 4 mm - Red Color (AD89),25.00 EGP,Solder & Stackable Type,/shop/ad89-red-banana-male-plug-4-mm-red-color-ad89-7194?page=45
Battery 3V CR2032 Lithium Battery Coin Type Panasonic,15.00 EGP,Non-Rechargeable,/shop/battery-cr2032-panasonic-battery-3v-cr2032-lithium-battery-coin-type-panasonic-7193?page=45
Ceramic Power Resistor 10W / 15Ω,7.50 EGP,10W / 15ohm,/shop/10w-15ohm-ceramic-power-resistor-10w-15o-7192?page=45
Battery Clip 9V + Standard 2.1mm DC Male Plug,7.00 EGP,,/shop/wire-bt9-dc-jack-battery-clip-9v-standard-2-1mm-dc-male-plug-7191?page=45
PH62 - 20cm Female to Female 40 Jumper Wires Set,35.00 EGP,"Multicolor 40-pin Dupont flat ribbon wires
السعر للشريط 40 جنبر",/shop/ph62-ff-20cm-ph62-20cm-female-to-female-40-jumper-wires-set-7189?page=45
PH50 - Pin Header Female 1x8 Straight 2.54mm - 11mm Long Leg,4.00 EGP,No description,/shop/ph50-1x8-female-long-ph50-pin-header-female-1x8-straight-2-54mm-11mm-long-leg-7188?page=45
PH50 - Pin Header Female 1x6 Straight 2.54mm - 11mm Long Leg,3.00 EGP,No description,/shop/ph50-1x6-female-long-ph50-pin-header-female-1x6-straight-2-54mm-11mm-long-leg-7187?page=45
PH50 - Pin Header Female 1x10 Straight 2.54mm - 11mm Long Leg,5.00 EGP,,/shop/ph50-1x10-female-long-ph50-pin-header-female-1x10-straight-2-54mm-11mm-long-leg-7186?page=45
BNC Male Plug To 2pin Screw Terminal Block,12.00 EGP,,/shop/r-3-to-bnc-male-bnc-male-plug-to-2pin-screw-terminal-block-7185?page=45
Banana Male Plug 4 mm - Black Color (AD89),25.00 EGP,Solder & Stackable Type,/shop/ad89-black-banana-male-plug-4-mm-black-color-ad89-7184?page=45
Stackable Banana Male Plug 4 mm - Red Color (AD88),15.00 EGP,Solder & Stackable Type,/shop/ad88-red-stackable-banana-male-plug-4-mm-red-color-ad88-7183?page=45
4 Output Relay Module Works on (5V/12V/24V) Signal,185.00 EGP,,/shop/kit-4relay-plc-4-output-relay-module-works-on-5v-12v-24v-signal-7181?page=45
Arduino Pro Mini 328 5V/16MHz,250.00 EGP,,/shop/arduino-mini-pro-arduino-pro-mini-328-5v-16mhz-7180?page=45
Breakout Board For ESP8266-12E Serial WiFi,15.00 EGP,No description,/shop/kit-esp-converter-breakout-board-for-esp8266-12e-serial-wifi-7179?page=45
WL2017 Precision Screwdriver (-2mm) Hardened Magnetic Tip,38.00 EGP,No description,/shop/wl2017-wl2017-precision-screwdriver-2mm-hardened-magnetic-tip-7178?page=45
WL2016 (WL2008) Precision Screwdriver (+2mm) Hardened Magnetic Tip,38.00 EGP,No description,/shop/wl2016-wl2016-wl2008-precision-screwdriver-2mm-hardened-magnetic-tip-7177?page=45
TM618/220Vac Timer Switch 16A/220Vac,350.00 EGP,16 Programmable Timer ON/OFF,/shop/tm618-220vac-16a-timer-tm618-220vac-timer-switch-16a-220vac-7176?page=45
DS18B20 Waterproof Temperature Sensor,65.00 EGP,1m Length,/shop/wire-ds18b20-ds18b20-waterproof-temperature-sensor-7175?page=45
5V Small 4-Phase Stepper Motor 28BYJ-48,70.00 EGP,,/shop/step-28byj-48-5v-small-4-phase-stepper-motor-28byj-48-7174?page=45
Dust Sensor - Air Quality Sensor,350.00 EGP,No description,/shop/sen-dust-dust-sensor-air-quality-sensor-7173?page=45
Small Toy DC Motor 3 -6Vdc,20.00 EGP,No description,/shop/ro-toy-motor-small-toy-dc-motor-3-6vdc-7172?page=45
2WD Robot Car Chassis Kit with Speed Encoder Wheels 2 Floor,350.00 EGP,"Robot Smart Car 2WD
With Advanced Metal Roller Caster Wheel",/shop/ro-base-2wd-2floor-2wd-robot-car-chassis-kit-with-speed-encoder-wheels-2-floor-7171?page=45
"Speak Recognition, Voice Recognition Module V3 (UART)","1,750.00 EGP",No description,/shop/kit-vr-v3-speak-recognition-voice-recognition-module-v3-uart-7170?page=46
TR-11 Arduino Advanced Starter Kit - Sensors Training Learning Kit,"1,950.00 EGP",No description,/shop/kit-t11-tr-11-arduino-advanced-starter-kit-sensors-training-learning-kit-7169?page=46
Ultrasonic Sensor Stand Mounting Bracket Holder for HC-SR04 - Transparent,15.00 EGP,No description,/shop/kit-stand-transparent-ultrasonic-sensor-stand-mounting-bracket-holder-for-hc-sr04-transparent-7168?page=46
pH Analog Sensor - Acidity Meter Kit For Arduino,"1,750.00 EGP",No description,/shop/kit-ph-meter-ph-analog-sensor-acidity-meter-kit-for-arduino-7167?page=46
NodeMCU Based On ESP8266 Development Kit - With CP2012 Chip,225.00 EGP,No description,/shop/kit-node-mcu-nodemcu-based-on-esp8266-development-kit-with-cp2012-chip-7166?page=46
"MQ-4 Natural Gas, Coal CO & Methane Gas Sensor Module",85.00 EGP,,/shop/kit-mq4-mq-4-natural-gas-coal-co-methane-gas-sensor-module-7165?page=46
"MQ-2 LPG, Butane, Propane, Methane, Alcohol, Smoke & Hydrogen Gas Sensor Module",85.00 EGP,,/shop/kit-mq2-mq-2-lpg-butane-propane-methane-alcohol-smoke-hydrogen-gas-sensor-module-7164?page=46
TP4056 USB Micro Lithium Battery Charger Module 1A With Battery Protection,20.00 EGP,Li-Ion 18650 Charger,/shop/kit-li-charger-micro-type-tp4056-usb-micro-lithium-battery-charger-module-1a-with-battery-protection-7162?page=46
LED SMD 7 Colors RGB Module - Controllable (SKU#KIT.LED.7C),28.00 EGP,,/shop/kit-led-7c-led-smd-7-colors-rgb-module-controllable-sku-kit-led-7c-7161?page=46
Linear Magnetic Hall Effect Switch Sensor Module (SKU#KY024),45.00 EGP,No description,/shop/kit-ky024-hall-switch-linear-magnetic-hall-effect-switch-sensor-module-sku-ky024-7160?page=46
ISD1820 Voice Recording Module + Speaker,125.00 EGP,No description,/shop/kit-isd1820-voice-isd1820-voice-recording-module-speaker-7159?page=46
FTDI Basic Breakout 5V/3.3V (USB to Serial TTL) - Red Board,130.00 EGP,,/shop/kit-ftdi-ft232rl-red-ftdi-basic-breakout-5v-3-3v-usb-to-serial-ttl-red-board-7158?page=46
C43 Water Level Sensor & Liquid Water Droplet Depth Detection,25.00 EGP,,/shop/kit-c43-water-sensor-c43-water-level-sensor-liquid-water-droplet-depth-detection-7157?page=46
ADXL345 Digital Accelerometer Module - Triple Axis,195.00 EGP,No description,/shop/kit-adxl345-accelerometer-adxl345-digital-accelerometer-module-triple-axis-7156?page=46
A4988 Stepper Motor Driver,85.00 EGP,Original Chip A4988,/shop/kit-a4988-driver-a4988-stepper-motor-driver-7155?page=46
Magnetic Door Contact Switch 3Pin,125.00 EGP,Normally Close / Normally Open / Common,/shop/door-magnetic-sensor-3pin-magnetic-door-contact-switch-3pin-7153?page=46
Copper Tape Roll Width 8mm,400.00 EGP,Electrical Conductive Tape,/shop/copper-tape-8mm-copper-tape-roll-width-8mm-7152?page=46
Copper Tape Roll Width 5mm,300.00 EGP,Electrical Conductive Tape,/shop/copper-tape-5mm-copper-tape-roll-width-5mm-7151?page=46
Arduino Shield - Sensor Shield for Digital Analog Module & Servo,75.00 EGP,,/shop/arduino-sh-sensor-arduino-shield-sensor-shield-for-digital-analog-module-servo-7150?page=46
WL2007 Precision Screwdriver (+1.5mm) Hardened Magnetic Tip,38.00 EGP,No description,/shop/wl2007-wl2007-precision-screwdriver-1-5mm-hardened-magnetic-tip-7147?page=46
WL2006 Precision Screwdriver (-3mm) Hardened Magnetic Tip,38.00 EGP,No description,/shop/wl2006-wl2006-precision-screwdriver-3mm-hardened-magnetic-tip-7146?page=46
WL2003 Precision Screwdriver (-1.5mm) Hardened Magnetic Tip,38.00 EGP,No description,/shop/wl2003-wl2003-precision-screwdriver-1-5mm-hardened-magnetic-tip-7145?page=46
RXN305D-II Linear Triple Output DC Programmable Power Supply 0~30V 0~5A,"7,500.00 EGP","DC Adjustable Linear Power Supply
Two Isolated Ground Adjustable 0-30V/0-5A outputs + One Fixed 5V/3A output",/shop/ps-rxn305d-ii-rxn305d-ii-linear-triple-output-dc-programmable-power-supply-0-30v-0-5a-7144?page=46
RXN3020D Linear Single Output DC Programmable Power Supply 0~30V 0~20A,"7,500.00 EGP",DC Adjustable Linear Power Supply,/shop/ps-rxn3020d-rxn3020d-linear-single-output-dc-programmable-power-supply-0-30v-0-20a-7143?page=46
RXN3010D-II Linear Triple Output DC Programmable Power Supply 0~30V 0~10A,"15,000.00 EGP","DC Adjustable Linear Power Supply
Two Isolated Ground Adjustable 0-30V/0-10A outputs + One Fixed 5V/3A output",/shop/ps-rxn3010d-ii-rxn3010d-ii-linear-triple-output-dc-programmable-power-supply-0-30v-0-10a-7142?page=46
RXN3010D Linear Single Output DC Programmable Power Supply 0~30V 0~10A,"6,000.00 EGP",DC Adjustable Linear Power Supply,/shop/ps-rxn3010d-rxn3010d-linear-single-output-dc-programmable-power-supply-0-30v-0-10a-7141?page=46
DPS3005D Linear Programmable DC Regulated Linear Power Supply 0~30V 0~5A,"5,500.00 EGP",DC Adjustable & Programmable Linear Power Supply,/shop/ps-dps3005d-dps3005d-linear-programmable-dc-regulated-linear-power-supply-0-30v-0-5a-7140?page=46
"AC Digital Panel Meter LCD (A, V, W Power & Energy) + Overload Alarm",475.00 EGP,AC Voltmeter Ammeter Wattmeter,/shop/panel-va-digital-ac-digital-panel-meter-lcd-a-v-w-power-energy-overload-alarm-7139?page=46
Electric Drill & Grinding Large Tools Kit (72 pcs) - LX134MO,"1,500.00 EGP",,/shop/drill-lx134mo-electric-drill-grinding-large-tools-kit-72-pcs-lx134mo-7138?page=46
DIY Mini Electric Drill Set,85.00 EGP,No description,/shop/drill-diy-nozzel-diy-mini-electric-drill-set-7137?page=46
Dust Hand Blower BST-1888,175.00 EGP,No description,/shop/bst-1888-dust-hand-blower-bst-1888-7136?page=47
936D Temperature Controlled Soldering Station,"1,750.00 EGP",60W 200-480°C,/shop/936d-solder-station-936d-temperature-controlled-soldering-station-7134?page=47
LASER Source 5mW RED - LINE Shape - With Focus,135.00 EGP,,/shop/led-laser-5mw-line-laser-source-5mw-red-line-shape-with-focus-7133?page=47
LC2042BM Big Character Size LCD 4x20 Blue,"1,250.00 EGP",,/shop/lc2042bmdwh6-dh3-lc2042bm-big-character-size-lcd-4x20-blue-7132?page=47
DIP to SOP8 150mil Adapter الضيق,175.00 EGP,,/shop/dip-sop8-150mil-china-dip-to-sop8-150mil-adapter-ldyq-7131?page=47
DIP to SOP28 300mil Adapter,275.00 EGP,,/shop/dip-sop28-300mm-china-dip-to-sop28-300mil-adapter-7130?page=47
DIP to SOP8 209mil Adapter واسع,185.00 EGP,,/shop/dip-sop8-209mil-china-dip-to-sop8-209mil-adapter-ws-7129?page=47
Stepper Motor (NEMA-17) 42HZ40417 Industrial,575.00 EGP,"Holding Torque: 0.4 N.m
Current /phase: 1.7 A",/shop/step-42hz417-stepper-motor-nema-17-42hz40417-industrial-7128?page=47
FS90MG Micro Servo Motor 180° 2.2 kg.cm Metal Gears,350.00 EGP,High-Quality Servo 180 Degree,/shop/servo-fs90mg-fs90mg-micro-servo-motor-180deg-2-2-kg-cm-metal-gears-7126?page=47
FS5115M Servo Motor 180° 15.5 kg.cm Metal Gears,850.00 EGP,High-Quality Servo 180 Degree,/shop/servo-fs5115m-fs5115m-servo-motor-180deg-15-5-kg-cm-metal-gears-7124?page=47
FS5113R Servo Motor 360° Continuous 14 kg.cm Metal Gears,800.00 EGP,High-Quality Servo 360 Degree,/shop/servo-fs5113r-fs5113r-servo-motor-360deg-continuous-14-kg-cm-metal-gears-7123?page=47
FS5106R Servo Motor 360° Continuous 6 kg.cm Plastic Gears,395.00 EGP,High-Quality Servo 360 Degree,/shop/servo-fs5106r-fs5106r-servo-motor-360deg-continuous-6-kg-cm-plastic-gears-7122?page=47
FS5106B Servo Motor 180° 6 kg.cm Plastic Gears,350.00 EGP,High-Quality Servo 180 Degree,/shop/servo-fs5106b-fs5106b-servo-motor-180deg-6-kg-cm-plastic-gears-7121?page=47
FS5103R Servo Motor 360° Continuous 3.2 kg.cm Plastic Gears,350.00 EGP,High-Quality Servo 360 Degree,/shop/servo-fs5103r-fs5103r-servo-motor-360deg-continuous-3-2-kg-cm-plastic-gears-7120?page=47
FS5103B Servo Motor 180° 3.2 kg.cm Plastic Gears,300.00 EGP,High-Quality Servo 180 Degree,/shop/servo-fs5103b-fs5103b-servo-motor-180deg-3-2-kg-cm-plastic-gears-7119?page=47
Rotary Potentiometer 500Ω,6.00 EGP,Metal Shaft 3-Pin Pot. 500ohm,/shop/pot-500ohm-metal-rotary-potentiometer-500o-7118?page=47
TB6600 - 2 Phase Stepper Motor Driver,450.00 EGP,"Input 9~40 Vdc, Max Output Current 4A",/shop/kit-tb6600-4-5a-driver-tb6600-2-phase-stepper-motor-driver-7117?page=47
Plum Flexible Coupling Size L55xD40mm - Inner Diameters 10x14mm,425.00 EGP,Made of high-quality materials,/shop/coupling-b-10x14mm-plum-flexible-coupling-size-l55xd40mm-inner-diameters-10x14mm-7115?page=47
PH Crocodile 35cm Male to Crocodile Alligator Clip - 4 jumpers Set,45.00 EGP,,/shop/ph-crocodile-35cm-ph-crocodile-35cm-male-to-crocodile-alligator-clip-4-jumpers-set-7114?page=47
